"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","attackdecade","date","DOM_I"
"110",197812070002,1978,"December",7,"",0,"",217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Puerto Rico Police","policeman",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Macheteros","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firearm",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","December, 7, 1978","Ethno-nationalist"
"111",197904080003,1979,"April",8,"",0,"",217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",1,"Business",11,"Entertainment/Cultural/Stadium/Casino","Travel Agency","Director of Travel Agency",51,"Cuba",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Omega-7","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firearm",1,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","HSI",1,0,1,1,"","1970","April, 8, 1979","Single Issue"
"112",197904280002,1979,"April",28,"",0,"",217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",1,"Business",11,"Entertainment/Cultural/Stadium/Casino","Viajes Varadero (trips to Cuba)","Carlos Muniz Varela, Director",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Omega-7","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pistol",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,0,1,"","1970","April, 28, 1979","Single Issue"
"113",197905020017,1979,"May",2,"",0,"",217,"United States",1,"North America","Alabama","Bessemer",33.40203,-86.953994,1,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",2,"Government (General)",14,"Judge/Attorney/Court","","City Hall",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Package bomb",1,NA,NA,3,NA,NA,1,3,"Minor (likely < $1 million)",15000,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"","1970","May, 2, 1979","Unknown"
"114",197905170021,1979,"May",17,"",0,"",217,"United States",1,"North America","Hawaii","Kailua",21.402222,-157.739444,1,0,"","05/17/1979: Two marines, Corporals Dennis E. Emerson and Amos L. Blythers were shot outside on the windward side of Oahu, Hawaii in the United States, by a group of non-white men whose motto was ""Save Hawaii for the Hawaiians.""   This incident was one in a series of attacks on the Navy and other military men in Hawaii over the previous five months.  Emerson was wounded and Blythers killed, after they were shot by .44 caliber pistols by three men, two of whom were captured by police.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","U.S. Marines","two marines, Corporals Dennis E. Emerson and Amos L. Blythers",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hawaiian extremists","","","","","","The specific motive is unknown; however, this was one in a series of many attacks against US military servicemen in Hawaii by a band of non-whites whose motto was ""Save Hawaii for the Hawaiians."" Over the course of five months, four servicemen had been killed and at least 46 injured in what was believed to be a battle against military presence by this group of men who were seemingly attempting to prove their local machismo.",0,NA,NA,1,3,2,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",".44 caliber pistol",1,1,0,1,1,0,0,NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The two marines hitchhiked a ride on the morning of May 17, in hopes that they would be taken back to their base, but instead they were taken to a place called the ""banana patch"" on the windward side of Oahu, and shot by the three men who offered the ride.  One of the perpetrators, Alfred David Costa, was charged and facing a grand jury for murder and attempted murder, and a second perpetrator was sent to Hawaii State Prison to serve time for an earlier robbery conviction involving four marines.","""Hawaiian Civilians Beat and Kill Servicemen in Series of Incidents,"" New York Times, May 27, 1979.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","","Hewitt Project",0,0,0,0,"","1970","May, 17, 1979","Unknown"
"115",197905230009,1979,"May",23,"",0,"",217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,"","",1,1,1,-9,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",73,"Vehicles/Transportation","","Truck",50,"Croatia",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",14,"Time Fuse",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pipe bomb",2,NA,NA,0,NA,NA,1,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,1,1,"","1970","May, 23, 1979","Unknown"
"116",197907120013,1979,"July",12,"June 22 - July 22, 1979",0,"",217,"United States",1,"North America","Georgia","Doraville",33.900942,-84.279003,1,0,"parking lot","7/12/1979: Joseph Paul Franklin shot and killed Harold McIver, an African American, as he left a Taco Bell in Doraville, Georgia, United States.  Franklin believed that McIver was 'hitting on' young White women.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","","African American suspected of flirting with white women",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Joseph Paul Franklin confessed to the shooting in 1998.  Sources conflict as to whether the date of the incident was 6/22/1979, 7/12/1979, or 7/22/1979.","Tom Jarreil, Charles Gibson, and Barbara Walters, ""Mind Games and Murder,"" ABC News: 20/20, June 21, 1999.","Dan Sewell, ""Serial Killer Joseph Paul Franklin Indicted in 1979 Slayings,"" Associated Press, April 3, 1998.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.","Hewitt Project",-9,-9,0,-9,"","1970","July, 12, 1979","Right-Wing"
"117",197908180004,1979,"August",18,"",0,"",217,"United States",1,"North America","Virginia","Falls Church",38.887344,-77.17897,1,0,"700 W. Broad Street","8/18/1979: Joseph Paul Franklin, while stationed outside a Burger King in Falls Church, Virginia, in the United States, shot and killed Raymond Turner, an African American, who was eating inside the restaurant.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","","African American man",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle",1,1,0,0,0,0,1,3,"Minor (likely < $1 million)",-99,"small hole through window",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This incident took place at 9:50 PM.  Joseph Paul Franklin shot Turner from about ten yards outside of the restaurant.  He confessed to the shooting in 1997.","Christian M. DeJohn, ""Police Reopen 1979 Murder Death-Row Inmate Confesses on TV,"" Washington Times, March 1, 1997.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.","Hewitt Project",-9,-9,0,-9,"","1970","August, 18, 1979","Right-Wing"
"118",197910210004,1979,"October",21,"",0,"",217,"United States",1,"North America","Oklahoma","Oklahoma City",35.472015,-97.520354,1,0,"parking lot","10/21/1979: Joseph Paul Franklin was suspected of shooting Jesse Eugene Taylor, an African American, and his White girlfriend Marian Lisa Bressette outside of a supermarket in Oklahoma City, Oklahoma, United States.  Both Taylor and Bressette died from their injuries.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Interracial couple in Oklahoma City, Oklahoma","Interracial couple",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle",2,2,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The incident occurred shortly before 5:00 PM.  The perpetrator was stationed in trees 100 yards away from Jesse Taylor and Marian Bressette. Joseph Paul Franklin allegedly admitted to a fellow prisoner that he killed Taylor and Bressette.  However, authorities dropped their charges against Frankin due to lack of evidence.  Nevertheless, Franklin is still widely suspected of being the perpetrator of this incident.","""Shopping Center Sniper Kills 2,"" Tri-City Herald, October 22, 1979.","""Franklin Told of Killings, Cellmate Says,"" Tri-City Herald, March 19, 1981.","""Oklahoma Dismisses Franklin Charges,"" Deseret News, January 13, 1983.","Hewitt Project",-9,-9,0,-9,"","1970","October, 21, 1979","Right-Wing"
"119",197911030002,1979,"November",3,"",0,"",217,"United States",1,"North America","North Carolina","Greensboro",36.068994,-79.794704,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",83,"Protester","","Anti-Klan Protestors",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Ku Klux Klan","","","","","","",0,NA,NA,0,14,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firearm",5,5,0,10,10,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","HSI",0,0,0,0,"","1970","November, 3, 1979","Right-Wing"
"120",197911250003,1979,"November",25,"",0,"",217,"United States",1,"North America","New Jersey","Union City",40.779546,-74.023751,1,0,"","",1,1,1,1,3,"Intra/Inter-group Conflict",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",82,"Labor Union Related","Committee of 75 *","Ewlalio Negrin (37), member, Cuban exile",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Omega-7","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pistol",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,0,1,"","1970","November, 25, 1979","Single Issue"
"121",197912030008,1979,"December",3,"",0,"",217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,2,"Armed Assault",NA,"",NA,"",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)","","U.S. Navy Bus",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Fuerzas Armadas de Liberacion Nacional","","","","","","",0,NA,NA,0,4,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic Weapon",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","AK-47",2,NA,NA,8,8,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","December, 3, 1979","Ethno-nationalist"
"122",198001120010,1980,"January",12,"January 8 - 12, 1980",0,"",217,"United States",1,"North America","Indiana","Indianapolis",39.76691,-86.149964,1,0,"","1/12/1980: Joseph Paul Franklin was suspected of being the sniper who shot and killed Lawrence E. Reese, an African American, who was standing inside a Church's Fried Chicken restaurant in Indianapolis, Indiana, United States.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Black person  in Indianapolis, Indiana","African American",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle",1,1,0,0,0,0,1,3,"Minor (likely < $1 million)",-99,"window shattered",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The incident took place at 11:10 PM.  Sources conflict as to whether the incident took place  on 1/8/1980, 1/11/1980, or 1/12/1980.  Sources do agree that the incident took place days before the shooting of Leo Watkins (198001140013).  It is also believed that the same sniper rifle was used in both incidents.  Joseph Paul Franklin was indicted for the shooting; however, he has yet to be convicted.  Nevertheless, he is still widely suspected of killing Lawrence Reese.","""Sniper Held in 4 More Killings,"" Pittsburgh Post-Gazette, March 19, 1981.","""Choice of Black Slaying Victims Puzzles Officials,"" Milwaukee Journal, November 9, 1980.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.","Hewitt Project",-9,-9,0,-9,"","1980","January, 12, 1980","Right-Wing"
"123",198001140013,1980,"January",14,"January 12 - 17, 1980",0,"",217,"United States",1,"North America","Indiana","Indianapolis",39.76691,-86.149964,1,0,"","1/14/1980: Joseph Paul Franklin was suspected of being the sniper who shot and killed Theo T. Watkins, an African American, who was standing inside a Qwic Pic Market in Indianapolis, Indiana, United States.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Black person  in Indianapolis, Indiana","African American",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle",1,1,0,0,0,0,-9,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The incident took place at 10:50 PM.  Sources conflict as to whether the incident took place  on 1/12/1980, 1/16/1980, or 1/17/1980.  Sources do agree that the incident took place days after the shooting of Lawrence Reese (198001120010).  It is also believed that the same sniper rifle was used in both incidents.  Joseph Paul Franklin was indicted for the shooting; however, he has yet to be convicted.  Nevertheless, he is still widely suspected of killing Theo Watkins.","""Sniper Held in 4 More Killings,"" Pittsburgh Post-Gazette, March 19, 1981.","""Choice of Black Slaying Victims Puzzles Officials,"" Milwaukee Journal, November 9, 1980.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.","Hewitt Project",-9,-9,0,-9,"","1980","January, 14, 1980","Right-Wing"
"124",198005000004,1980,"May",0,"April - May, 1980",0,"",217,"United States",1,"North America","Wisconsin","Tomah",43.97257,-90.504769,1,1,"","5/00/1980: Rebecca Bergstrom was picked up by Joseph Paul Franklin while hitchhiking.  After she admitted to him that she had previously dated an African American, Franklin shot and killed her.  He discarded her body in Mill Bluff State Park near Tomah, Wisconsin, United States.  The body was not discovered until May 3, 1980.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White person who admitted to dating an African American","white person who admitted to dating an African American",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","pistol",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Joseph Paul Franklin confessed to the killing in 1984.","William G. Blair, ""Slayer A Suspect in 13 More Deaths,"" New York Times, March 25, 1984.","""Racist Charged In Slayings,"" The Dispatch, March 22, 1984.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","Hewitt Project",-9,-9,0,-9,"","1980","May, 0, 1980","Right-Wing"
"125",198006080005,1980,"June",8,"",0,"",217,"United States",1,"North America","Ohio","Cincinnati",39.174345,-84.475014,1,0,"Bond Hill","6/8/1980: Joseph Paul Franklin shot and killed two African American teenagers, Darrell Lane and Dante Evans Brown, as they were walking on railroad tracks in Cincinnati, Ohio.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Black people in Cincinnati, Ohio","African Americans",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle with .44 caliber bullets",2,2,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Joseph Paul Franklin was convicted of this incident on October 21, 1998.  He stated that he was waiting on an overpass, looking to shoot an interracial couple, but he became impatient so he decided to shoot African Americans.  He was stationed around fifty feet away from Brown and Lane, shooting each twice.","William G. Blair, ""Slayer A Suspect in 13 More Deaths,"" New York Times, March 25, 1984.","""White Supremacist Guilty in Slayings,"" Toledo Blade, October 22, 1998.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.","Hewitt Project",-9,-9,0,-9,"","1980","June, 8, 1980","Right-Wing"
"126",198006150009,1980,"June",15,"",0,"",217,"United States",1,"North America","Pennsylvania","Johnstown",40.32726,-78.918354,1,0,"Washington Street Bridge","6/15/1980: Joseph Paul Franklin shot and killed Arthur Smothers, an African American, and his white girlfriend, Kathleen Mikula, as they were walking across the Washington Street Bridge in Johnstown, Pennsylvania, in the United States.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Interracial couple in Johnstown, Pennsylvania","Interracial couple",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","sniper rifle",2,2,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The incident took place at 12:14 PM.  Joseph Paul Franklin confessed to the shooting in 1998.  He shot Smothers and Mikula from a woodland area 152 feet away.","""White Supremacist Admits Two Killings,"" New York Times, February 7, 1998.","Mike Pellegrini, ""Sniper Slaying of Biracial Couple Remains a Mystery,"" Pittsburgh Post-Gazette, July 22, 1985.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.","Hewitt Project",-9,-9,0,-9,"","1980","June, 15, 1980","Right-Wing"
"127",198007220007,1980,"July",22,"",0,"",217,"United States",1,"North America","Maryland","Bethesda",38.98637,-77.096919,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",82,"Labor Union Related","Organization Campaigning for Democratic *","President Ali Tabatabai",94,"Iran",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Muslims","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firearm",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,1,1,1,"","1980","July, 22, 1980","Left-Wing"
"128",198007300007,1980,"July",30,"",0,"",217,"United States",1,"North America","California","Torrance",33.835849,-118.340629,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",68,"Named Civilian","","Chang Lin Lee",44,"China",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Worldwide Organization of Native Taiwanese","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,13,"Unknown",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,0,NA,0,0,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","HSI",-9,-9,1,1,"","1980","July, 30, 1980","Ethno-nationalist"
"129",198007310003,1980,"July",31,"",0,"",217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",70,"Student","Anti-Khomeini Iranian","Student",94,"Iran",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black American Moslems","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firearm",1,0,NA,0,0,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","HSI",0,1,1,1,"","1980","July, 31, 1980","Left-Wing"
